texto,texto_limpio,categoria_id,categoria_nombre,respuesta_generalizada
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085570.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085570.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
se comunica el usuario solicitando información sobre el estado del ticket 2025-086607,se comunica el usuario solicitando información sobre el estado del ticket 2025-086607,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 2025-087324.","se
comunica el usuario solicitando información sobre el estado del ticket 2025-087324.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087768.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087768.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Funcionario se comunica solicitando prioridad en el caso REQ 2025-088467,Funcionario se comunica solicitando prioridad en el caso REQ 2025-088467,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 087689.","se
comunica el usuario solicitando información sobre el estado del ticket 087689.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-088092.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-088092.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 2025-085074.","se
comunica el usuario solicitando información sobre el estado del ticket 2025-085074.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Ingreso al carnet,Ingreso al carnet,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
Restablecimiento MFA,Restablecimiento MFA,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
"se
comunica el usuario solicitando información sobre el estado del ticket 2025-088031.","se
comunica el usuario solicitando información sobre el estado del ticket 2025-088031.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 2025-087816.","se
comunica el usuario solicitando información sobre el estado del ticket 2025-087816.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Ingreso avante y orden de pago,Ingreso avante y orden de pago,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
Orden de pago,Orden de pago,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087807.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087807.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket  REQ 2025-086394.","se
comunica el usuario solicitando información sobre el estado del ticket  REQ 2025-086394.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-088258.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-088258.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 086554.","se
comunica el usuario solicitando información sobre el estado del ticket 086554.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Orientar restablecimiento,Orientar restablecimiento,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
Funcionario se comunica y manifiesta que desea validar el estado del caso REQ 2025-085888,Funcionario se comunica y manifiesta que desea validar el estado del caso REQ 2025-085888,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 
REQ 2025-086767

.","se
comunica el usuario solicitando información sobre el estado del ticket 
REQ 2025-086767

.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-084871.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-084871.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 087512.","se
comunica el usuario solicitando información sobre el estado del ticket 087512.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086263.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086263.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Funcionario se comunica y manifiesta que desea validar el estado del caso REQ 2025-084800,Funcionario se comunica y manifiesta que desea validar el estado del caso REQ 2025-084800,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086015.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086015.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087029.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087029.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087368.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087368.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-088151.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-088151.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 2025-086315.","se
comunica el usuario solicitando información sobre el estado del ticket 2025-086315.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
se comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087636.,se comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087636.,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086820.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086820.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el motivo de la devolución
del ticket REQ 2025-087629.","se
comunica el usuario solicitando información sobre el motivo de la devolución
del ticket REQ 2025-087629.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086961.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086961.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Funcionario se comunica y manifiesta que desea validar el estado del caso REQ 2025-082741,Funcionario se comunica y manifiesta que desea validar el estado del caso REQ 2025-082741,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Ingreso al sistema Avante,Ingreso al sistema Avante,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
"se
comunica el usuario solicitando información sobre el estado del ticket 087881.","se
comunica el usuario solicitando información sobre el estado del ticket 087881.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087901.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087901.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086961.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086961.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087806.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087806.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087573.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087573.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
se comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087636.,se comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087636.,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Orientar orden de pago,Orientar orden de pago,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
"se
comunica el usuario solicitando información sobre el estado del ticket 087201.","se
comunica el usuario solicitando información sobre el estado del ticket 087201.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087444.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087444.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 087751.","se
comunica el usuario solicitando información sobre el estado del ticket 087751.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Orientar ingreso al correo,Orientar ingreso al correo,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087648.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087648.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el motivo de la devolución
del ticket REQ 2025-087414.","se
comunica el usuario solicitando información sobre el motivo de la devolución
del ticket REQ 2025-087414.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086559.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-086559.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Funcionario se comunica y manifiesta que desea validar el estado del caso REQ 2025-085963,Funcionario se comunica y manifiesta que desea validar el estado del caso REQ 2025-085963,1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087201.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087201.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Estudiante se comunica y manifiesta que desea validar el estado del caso REQ 2025-085418,Estudiante se comunica y manifiesta que desea validar el estado del caso REQ 2025-085418,13,Bancos de datos jurídicos,"Para acceder a los bancos de datos jurídicos, se debe verificar que el usuario tenga el registro y los permisos correspondientes. Cuando se requiera la creación de un usuario o existan problemas con las credenciales o el acceso, se debe realizar la validación y gestión necesaria para habilitar el servicio."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087491.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087491.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Se comunica estudiante solicitando información del radicado REQ 2025-084750,Se comunica estudiante solicitando información del radicado REQ 2025-084750,2,Acceso y recuperación del correo institucional,"Para recuperar el acceso al correo institucional, el usuario debe realizar el proceso institucional de recuperación de contraseña cuando este se encuentre disponible. Si la cuenta está bloqueada, deshabilitada o el proceso de recuperación no funciona, se debe validar el estado de la cuenta y realizar la gestión necesaria para restablecer el acceso."
"se
comunica el usuario solicitando información sobre el estado del ticket 084982.","se
comunica el usuario solicitando información sobre el estado del ticket 084982.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085506.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085506.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Orientar ingreso a Avante,Orientar ingreso a Avante,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087636.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087636.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket 084679.","se
comunica el usuario solicitando información sobre el estado del ticket 084679.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Orden de pago,Orden de pago,5,Órdenes de pago,"Las solicitudes relacionadas con órdenes de pago deben ser revisadas de acuerdo con el tipo de trámite requerido. Se debe validar la información de la orden y, según el caso, gestionar su generación, modificación, consulta o corrección. Al usuario se le debe indicar el estado de la solicitud y las acciones necesarias para continuar el trámite."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087506.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-087506.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Orientar ingreso a Avante,Orientar ingreso a Avante,4,Problemas de acceso a Avante,"Cuando el usuario no puede ingresar a Avante o presenta errores durante el acceso, se debe verificar que sus credenciales y permisos se encuentren habilitados y revisar la situación específica presentada. Si el problema corresponde a un inconveniente de acceso o configuración, se debe realizar la gestión necesaria para restablecer el ingreso a la plataforma."
"se
comunica el usuario solicitando información sobre el estado del ticket 087512.","se
comunica el usuario solicitando información sobre el estado del ticket 087512.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
Estudiante se comunica y manifiesta que desea validar el estado del caso REQ 2025-083765,Estudiante se comunica y manifiesta que desea validar el estado del caso REQ 2025-083765,13,Bancos de datos jurídicos,"Para acceder a los bancos de datos jurídicos, se debe verificar que el usuario tenga el registro y los permisos correspondientes. Cuando se requiera la creación de un usuario o existan problemas con las credenciales o el acceso, se debe realizar la validación y gestión necesaria para habilitar el servicio."
"se
comunica el usuario solicitando información sobre el estado del ticket 086773.","se
comunica el usuario solicitando información sobre el estado del ticket 086773.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085633.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085633.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
"se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085266.","se
comunica el usuario solicitando información sobre el estado del ticket REQ 2025-085266.",1,Consulta y seguimiento de tickets o solicitudes,"Para consultar el estado, avance o respuesta de una solicitud, ticket, REQ o INC, se debe verificar el número del caso y consultar su información en los sistemas institucionales. Con los datos del caso se podrá informar al usuario sobre su estado actual, la gestión realizada y, cuando corresponda, los pasos pendientes para su atención."
